"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YEL031W","Spf1p","SSF81665","P-type ATPase,  transmembrane domain","981","1196","SUPERFAMILY","1963524"
"YEL031W","Spf1p","TIGR01494","ATPase_P-type; P-type ATPase","396","506","TIGRFAM","1963525"
"YEL031W","Spf1p","TIGR01494","ATPase_P-type; P-type ATPase","576","714","TIGRFAM","1963526"
"YEL031W","Spf1p","TIGR01657","P-ATPase-V; P-type ATPase, subfamily  V","44","1177","TIGRFAM","1963527"
"YEL032W","Mcm3p","G3DSA:2.40.50.140","","166","327","GENE3D","1948899"
"YEL032W","Mcm3p","G3DSA:3.30.1640.10","","13","149","GENE3D","1948900"
"YEL032W","Mcm3p","G3DSA:3.40.50.300","","346","572","GENE3D","1948901"
"YEL032W","Mcm3p","PF00493","MCM; MCM domain","347","734","Pfam","1948902"
"YEL032W","Mcm3p","PF17207","MCM_OB; MCM OB domain","169","300","Pfam","1948903"
"YEL032W","Mcm3p","PR01657","MCMFAMILY; MCM domain","400","415","PRINTS","1948904"
"YEL032W","Mcm3p","PR01657","MCMFAMILY; MCM domain","460","474","PRINTS","1948905"
"YEL032W","Mcm3p","PR01657","MCMFAMILY; MCM domain","488","501","PRINTS","1948906"
"YEL032W","Mcm3p","PR01657","MCMFAMILY; MCM domain","512","524","PRINTS","1948907"
"YEL032W","Mcm3p","PR01657","MCMFAMILY; MCM domain","539","547","PRINTS","1948908"
"YEL032W","Mcm3p","PR01659","MCMPROTEIN3; DNA replication licensing factor Mcm3","243","257","PRINTS","1948909"
"YEL032W","Mcm3p","PR01659","MCMPROTEIN3; DNA replication licensing factor Mcm3","269","281","PRINTS","1948910"
"YEL032W","Mcm3p","PR01659","MCMPROTEIN3; DNA replication licensing factor Mcm3","528","538","PRINTS","1948911"
"YEL032W","Mcm3p","PR01659","MCMPROTEIN3; DNA replication licensing factor Mcm3","561","571","PRINTS","1948912"
"YEL032W","Mcm3p","PR01659","MCMPROTEIN3; DNA replication licensing factor Mcm3","725","740","PRINTS","1948913"
"YEL032W","Mcm3p","PS00847","MCM_1; Mini-chromosome maintenance, conserved site","468","476","PROSITE","1948914"
"YEL032W","Mcm3p","PS50051","MCM_2; MCM domain","359","565","PROSITE","1948915"
"YEL032W","Mcm3p","PTHR11630","","26","961","PANTHER","1948916"
"YEL032W","Mcm3p","PTHR11630:SF76","","26","961","PANTHER","1948917"
"YEL032W","Mcm3p","SM00350","MCM; Mini-chromosome maintenance protein","164","738","SMART","1948918"
"YEL032W","Mcm3p","SM00382","AAA; AAA+ ATPase domain","401","554","SMART","1948919"
"YEL032W","Mcm3p","SSF50249","Nucleic acid-binding, OB-fold","94","312","SUPERFAMILY","1948920"
"YEL032W","Mcm3p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","369","570","SUPERFAMILY","1948921"
"YEL032W","Mcm3p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","641","750","SUPERFAMILY","1948922"
"YEL034W","Hyp2p","G3DSA:2.30.30.30","Ribosomal protein L2 domain 2","14","83","GENE3D","1948592"
"YEL034W","Hyp2p","G3DSA:2.40.50.140","","84","155","GENE3D","1948593"
"YEL034W","Hyp2p","PF01287","eIF-5a; Translation elongation factor, IF5A C-terminal","84","151","Pfam","1948594"
"YEL034W","Hyp2p","PIRSF003025","eIF5A; Translation elongation factor IF5A","1","155","PIRSF","1948595"
"YEL034W","Hyp2p","PS00302","IF5A_HYPUSINE; Translation elongation factor, IF5A, hypusine site","49","56","PROSITE","1948596"
"YEL034W","Hyp2p","PTHR11673","Translation elongation factor IF5A","1","155","PANTHER","1948597"
"YEL034W","Hyp2p","PTHR11673:SF18","","1","155","PANTHER","1948598"
"YEL034W","Hyp2p","SM01376","eIF-5a; Translation elongation factor, IF5A C-terminal","84","151","SMART","1948599"
"YEL034W","Hyp2p","SSF50104","Translation protein SH3-like domain","14","92","SUPERFAMILY","1948600"
"YEL034W","Hyp2p","SSF50249","Nucleic acid-binding, OB-fold","85","153","SUPERFAMILY","1948601"
"YEL034W","Hyp2p","TIGR00037","eIF_5A; Translation elongation factor IF5A","16","151","TIGRFAM","1948602"
"YEL036C","Anp1p","G3DSA:1.10.110.10","","362","474","GENE3D","1953731"
"YEL036C","Anp1p","G3DSA:3.90.550.10","Nucleotide-diphospho-sugar transferases","78","361","GENE3D","1953732"
"YEL036C","Anp1p","PF03452","Anp1","62","322","Pfam","1953733"
"YEL036C","Anp1p","PTHR43083","","2","402","PANTHER","1953734"
"YEL036C","Anp1p","PTHR43083:SF2","","2","402","PANTHER","1953735"
"YEL036C","Anp1p","SSF53448","Nucleotide-diphospho-sugar transferases","32","122","SUPERFAMILY","1953736"
"YEL036C","Anp1p","SSF53448","Nucleotide-diphospho-sugar transferases","174","235","SUPERFAMILY","1953737"
"YEL036C","Anp1p","SSF53448","Nucleotide-diphospho-sugar transferases","296","362","SUPERFAMILY","1953738"
"YEL037C","Rad23p","G3DSA:1.10.10.540","","258","307","GENE3D","1953705"
"YEL037C","Rad23p","G3DSA:1.10.8.10","","103","198","GENE3D","1953706"
"YEL037C","Rad23p","G3DSA:1.10.8.10","","349","398","GENE3D","1953707"
"YEL037C","Rad23p","G3DSA:3.10.20.90","","1","74","GENE3D","1953708"
"YEL037C","Rad23p","PF00240","ubiquitin; Ubiquitin domain","4","75","Pfam","1953709"
"YEL037C","Rad23p","PF00627","UBA; Ubiquitin-associated domain","148","183","Pfam","1953710"
"YEL037C","Rad23p","PF00627","UBA; Ubiquitin-associated domain","356","392","Pfam","1953711"
"YEL037C","Rad23p","PF09280","XPC-binding; XPC-binding domain","264","308","Pfam","1953712"
"YEL037C","Rad23p","PR01839","RAD23PROTEIN; UV excision repair protein Rad23","279","301","PRINTS","1953713"
"YEL037C","Rad23p","PR01839","RAD23PROTEIN; UV excision repair protein Rad23","351","367","PRINTS","1953714"
"YEL037C","Rad23p","PR01839","RAD23PROTEIN; UV excision repair protein Rad23","368","382","PRINTS","1953715"
"YEL037C","Rad23p","PR01839","RAD23PROTEIN; UV excision repair protein Rad23","383","398","PRINTS","1953716"
"YEL037C","Rad23p","PS50030","UBA; Ubiquitin-associated domain","146","186","PROSITE","1953717"
"YEL037C","Rad23p","PS50030","UBA; Ubiquitin-associated domain","355","395","PROSITE","1953718"
"YEL037C","Rad23p","PS50053","UBIQUITIN_2; Ubiquitin domain","2","77","PROSITE","1953719"
"YEL037C","Rad23p","PTHR10621","","1","394","PANTHER","1953720"
"YEL037C","Rad23p","PTHR10621:SF23","","1","394","PANTHER","1953721"
"YEL037C","Rad23p","SM00165","UBA; Ubiquitin-associated domain","148","185","SMART","1953722"
"YEL037C","Rad23p","SM00165","UBA; Ubiquitin-associated domain","357","394","SMART","1953723"
"YEL037C","Rad23p","SM00213","UBQ; Ubiquitin domain","2","73","SMART","1953724"
"YEL037C","Rad23p","SM00727","STI1; Heat shock chaperonin-binding","251","294","SMART","1953725"
"YEL037C","Rad23p","SSF101238","XPC-binding domain","249","317","SUPERFAMILY","1953726"
"YEL037C","Rad23p","SSF46934","UBA-like","132","189","SUPERFAMILY","1953727"
"YEL037C","Rad23p","SSF46934","UBA-like","349","397","SUPERFAMILY","1953728"
"YEL037C","Rad23p","SSF54236","Ubiquitin-related domain","1","76","SUPERFAMILY","1953729"
"YEL037C","Rad23p","TIGR00601","rad23; UV excision repair protein Rad23","2","398","TIGRFAM","1953730"
"YEL038W","Utr4p","G3DSA:3.40.50.1000","HAD-like domain","3","225","GENE3D","1953699"
"YEL038W","Utr4p","MF_03117","Salvage_MtnC_euk; Enolase-phosphatase E1, eukaryotes","6","227","HAMAP","1953700"
"YEL038W","Utr4p","PTHR20371","","3","227","PANTHER","1953701"
"YEL038W","Utr4p","PTHR20371:SF2","","3","227","PANTHER","1953702"
"YEL038W","Utr4p","SSF56784","HAD-like domain","3","224","SUPERFAMILY","1953703"
"YEL038W","Utr4p","TIGR01691","enolase-ppase; Enolase-phosphatase E1","9","225","TIGRFAM","1953704"
"YEL039C","Cyc7p","G3DSA:1.10.760.10","Cytochrome c-like domain","9","113","GENE3D","1939219"
"YEL039C","Cyc7p","PF00034","Cytochrom_C; Cytochrome c-like domain","13","109","Pfam","1939220"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","23","30","PRINTS","1939221"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","36","51","PRINTS","1939222"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","52","62","PRINTS","1939223"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","66","82","PRINTS","1939224"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","85","95","PRINTS","1939225"
"YEL039C","Cyc7p","PR00604","CYTCHRMECIAB; Cytochrome c, class IA/ IB","102","110","PRINTS","1939226"
"YEL039C","Cyc7p","PS51007","CYTC; Cytochrome c-like domain","11","112","PROSITE","1939227"
"YEL039C","Cyc7p","PTHR11961","Cytochrome c, class IA/ IB","11","112","PANTHER","1939228"
"YEL039C","Cyc7p","PTHR11961:SF20","","11","112","PANTHER","1939229"
"YEL039C","Cyc7p","SSF46626","Cytochrome c-like domain","10","109","SUPERFAMILY","1939230"
"YEL040W","Utr2p","G3DSA:2.60.120.200","","122","410","GENE3D","1953692"
"YEL040W","Utr2p","PF00722","Glyco_hydro_16; Glycoside hydrolase family 16","98","272","Pfam","1953693"
"YEL040W","Utr2p","PIRSF037299","Glycosidase_CRH1_prd; Glycoside hydrolase, family 16, CRH1, predicted","21","455","PIRSF","1953694"
"YEL040W","Utr2p","PS51762","GH16_2; Glycoside hydrolase family 16","63","280","PROSITE","1953695"
"YEL040W","Utr2p","PTHR10963","","1","362","PANTHER","1953696"
"YEL040W","Utr2p","PTHR10963:SF43","","1","362","PANTHER","1953697"
"YEL040W","Utr2p","SSF49899","Concanavalin A-like lectin/glucanase domain","62","301","SUPERFAMILY","1953698"
"YEL041W","Yef1p","G3DSA:2.60.200.30","ATP-NAD kinase, PpnK-type, all-beta","283","399","GENE3D","1953685"
"YEL041W","Yef1p","G3DSA:3.40.50.10330","Inorganic polyphosphate/ATP-NAD kinase, domain 1","104","282","GENE3D","1953686"
"YEL041W","Yef1p","MF_00361","NAD_kinase; NAD kinase","107","422","HAMAP","1953687"
"YEL041W","Yef1p","PF01513","NAD_kinase; NAD kinase","109","406","Pfam","1953688"
"YEL041W","Yef1p","PTHR20275","NAD kinase","64","432","PANTHER","1953689"
"YEL041W","Yef1p","PTHR20275:SF23","","64","432","PANTHER","1953690"
"YEL041W","Yef1p","SSF111331","NAD kinase/diacylglycerol kinase-like domain","108","427","SUPERFAMILY","1953691"
"YEL042W","Gda1p","G3DSA:3.30.420.150","","212","493","GENE3D","1953680"
"YEL042W","Gda1p","PF01150","GDA1_CD39; Nucleoside phosphatase GDA1/CD39","85","517","Pfam","1953681"
"YEL042W","Gda1p","PS01238","GDA1_CD39_NTPASE; Nucleoside phosphatase GDA1/CD39","211","226","PROSITE","1953682"
"YEL042W","Gda1p","PTHR11782","Nucleoside phosphatase GDA1/CD39","38","510","PANTHER","1953683"
"YEL042W","Gda1p","PTHR11782:SF61","","38","510","PANTHER","1953684"
"YEL043W","Yel043Wp","G3DSA:2.60.40.10","Immunoglobulin-like fold","27","145","GENE3D","1953677"
"YEL043W","Yel043Wp","PS50853","FN3; Fibronectin type III","40","141","PROSITE","1953678"
"YEL043W","Yel043Wp","SSF49265","Fibronectin type III","40","141","SUPERFAMILY","1953679"
"YEL044W","Ies6p","PF08265","YL1_C; Vps72/YL1, C-terminal","115","143","Pfam","1953673"
"YEL044W","Ies6p","PTHR31200","","14","166","PANTHER","1953674"
"YEL044W","Ies6p","PTHR31200:SF2","INO80 complex, subunit Ies6","14","166","PANTHER","1953675"
"YEL044W","Ies6p","SM00993","YL1_C; Vps72/YL1, C-terminal","114","143","SMART","1953676"
"YEL046C","Gly1p","G3DSA:3.40.640.10","Pyridoxal phosphate-dependent transferase, major region, subdomain 1","11","260","GENE3D","1957741"
"YEL046C","Gly1p","G3DSA:3.90.1150.10","Pyridoxal phosphate-dependent transferase, subdomain 2","263","350","GENE3D","1957742"
"YEL046C","Gly1p","PF01212","Beta_elim_lyase; Aromatic amino acid beta-eliminating lyase/threonine aldolase","16","302","Pfam","1957743"
"YEL046C","Gly1p","PIRSF017617","Thr_aldolase; Threonine aldolase","2","363","PIRSF","1957744"
"YEL046C","Gly1p","PTHR10289","Threonine aldolase","13","349","PANTHER","1957745"
"YEL046C","Gly1p","PTHR10289:SF9","","13","349","PANTHER","1957746"
"YEL046C","Gly1p","SSF53383","Pyridoxal phosphate-dependent transferase","16","344","SUPERFAMILY","1957747"
"YEL047C","Frd1p","G3DSA:3.50.50.60","FAD/NAD(P)-binding domain","5","467","GENE3D","1953665"
"YEL047C","Frd1p","PF00890","FAD_binding_2; FAD-dependent oxidoreductase 2, FAD binding domain","6","451","Pfam","1953666"
"YEL047C","Frd1p","PTHR43400","","4","467","PANTHER","1953667"
"YEL047C","Frd1p","PTHR43400:SF5","","4","467","PANTHER","1953668"
"YEL047C","Frd1p","SSF51905","FAD/NAD(P)-binding domain","6","260","SUPERFAMILY","1953669"
"YEL047C","Frd1p","SSF51905","FAD/NAD(P)-binding domain","409","467","SUPERFAMILY","1953670"
"YEL047C","Frd1p","SSF56425","Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain","249","409","SUPERFAMILY","1953671"
"YEL047C","Frd1p","TIGR01813","flavo_cyto_c; Flavocytochrome c","5","463","TIGRFAM","1953672"
"YEL048C","Tca17p","G3DSA:3.30.450.70","","2","151","GENE3D","1953662"
"YEL048C","Tca17p","PF04628","Sedlin_N; Trafficking protein particle complex subunit 2","11","130","Pfam","1953663"
"YEL048C","Tca17p","SSF64356","Longin-like domain","5","129","SUPERFAMILY","1953664"
"YEL049W","Pau2p","PF00660","SRP1_TIP1; Stress-induced protein SRP1/TIP1","22","114","Pfam","1953658"
"YEL049W","Pau2p","PS00724","SRP1_TIP1; Stress-induced protein SRP1/TIP1","96","102","PROSITE","1953659"
"YEL049W","Pau2p","PTHR31002","","1","120","PANTHER","1953660"
"YEL049W","Pau2p","PTHR31002:SF33","","1","120","PANTHER","1953661"
"YEL050C","Rml2p","G3DSA:2.30.30.30","Ribosomal protein L2 domain 2","231","308","GENE3D","1953645"
"YEL050C","Rml2p","G3DSA:2.40.50.140","","91","204","GENE3D","1953646"
"YEL050C","Rml2p","G3DSA:4.10.950.10","Ribosomal protein L2, domain 3","310","386","GENE3D","1953647"
"YEL050C","Rml2p","PF00181","Ribosomal_L2; Ribosomal Proteins L2, RNA binding domain","132","208","Pfam","1953648"
"YEL050C","Rml2p","PF03947","Ribosomal_L2_C; Ribosomal protein L2, C-terminal","237","363","Pfam","1953649"
"YEL050C","Rml2p","PS00467","RIBOSOMAL_L2; Ribosomal protein L2, conserved site","331","342","PROSITE","1953650"
"YEL050C","Rml2p","PTHR13691","Ribosomal protein L2","93","387","PANTHER","1953651"
"YEL050C","Rml2p","PTHR13691:SF26","","93","387","PANTHER","1953652"
"YEL050C","Rml2p","SM01382","Ribosomal_L2_C; Ribosomal protein L2, C-terminal","235","365","SMART","1953653"
"YEL050C","Rml2p","SM01383","Ribosomal_L2; Ribosomal protein L2","132","208","SMART","1953654"
"YEL050C","Rml2p","SSF50104","Translation protein SH3-like domain","238","384","SUPERFAMILY","1953655"
"YEL050C","Rml2p","SSF50249","Nucleic acid-binding, OB-fold","93","208","SUPERFAMILY","1953656"
"YEL050C","Rml2p","TIGR01171","rplB_bact; Ribosomal protein L2, bacterial/organellar-type","93","385","TIGRFAM","1953657"
"YEL051W","Vma8p","G3DSA:1.20.120.330","","13","241","GENE3D","1953641"
"YEL051W","Vma8p","PF01813","ATP-synt_D; ATPase, V1 complex, subunit D","15","208","Pfam","1953642"
"YEL051W","Vma8p","PTHR11671","ATPase, V1 complex, subunit D","1","256","PANTHER","1953643"
"YEL051W","Vma8p","TIGR00309","V_ATPase_subD; ATPase, V1 complex, subunit D","5","213","TIGRFAM","1953644"
"YEL052W","Afg1p","G3DSA:3.40.50.300","","91","320","GENE3D","1952051"
"YEL052W","Afg1p","PF03969","AFG1_ATPase; ATPase, AFG1-like","115","434","Pfam","1952052"
"YEL052W","Afg1p","PTHR12169","ATPase, AFG1-like","17","506","PANTHER","1952053"
"YEL052W","Afg1p","PTHR12169:SF15","","17","506","PANTHER","1952054"
"YEL052W","Afg1p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","105","254","SUPERFAMILY","1952055"
"YEL053C","Mak10p","PF04112","Mak10; NatC N(alpha)-terminal acetyltransferase, Mak10 subunit","36","193","Pfam","1974113"
"YEL053C","Mak10p","PTHR21373","","11","726","PANTHER","1974114"
"YEL054C","Rpl12Ap","G3DSA:1.10.10.250","Ribosomal protein L11, C-terminal","80","144","GENE3D","1943770"
"YEL054C","Rpl12Ap","G3DSA:3.30.1550.10","Ribosomal protein L11, N-terminal","1","79","GENE3D","1943771"
"YEL054C","Rpl12Ap","MF_00736","Ribosomal_L11; Ribosomal protein L11/L12","9","145","HAMAP","1943772"
"YEL054C","Rpl12Ap","PF00298","Ribosomal_L11; Ribosomal protein L11, C-terminal","74","143","Pfam","1943773"
"YEL054C","Rpl12Ap","PF03946","Ribosomal_L11_N; Ribosomal protein L11, N-terminal","14","69","Pfam","1943774"
"YEL054C","Rpl12Ap","PS00359","RIBOSOMAL_L11; Ribosomal protein L11, conserved site","130","144","PROSITE","1943775"
"YEL054C","Rpl12Ap","PTHR11661","Ribosomal protein L11/L12","1","163","PANTHER","1943776"
"YEL054C","Rpl12Ap","PTHR11661:SF10","","1","163","PANTHER","1943777"
"YEL054C","Rpl12Ap","SM00649","RL11; Ribosomal protein L11/L12","13","144","SMART","1943778"
"YEL054C","Rpl12Ap","SSF46906","Ribosomal protein L11, C-terminal","75","147","SUPERFAMILY","1943779"
"YEL054C","Rpl12Ap","SSF54747","Ribosomal protein L11, N-terminal","1","86","SUPERFAMILY","1943780"
"YEL055C","Pol5p","G3DSA:1.25.10.10","Armadillo-like helical","7","911","GENE3D","1963496"
"YEL055C","Pol5p","PF04931","DNA_pol_phi; DNA polymerase V","46","859","Pfam","1963497"
"YEL055C","Pol5p","PS00116","DNA_POLYMERASE_B; DNA-directed DNA polymerase, family B, conserved site","621","629","PROSITE","1963498"
"YEL055C","Pol5p","PTHR13213","DNA polymerase V","2","1020","PANTHER","1963499"
"YEL055C","Pol5p","SSF48371","Armadillo-type fold","22","85","SUPERFAMILY","1963500"
"YEL055C","Pol5p","SSF48371","Armadillo-type fold","139","251","SUPERFAMILY","1963501"
"YEL055C","Pol5p","SSF48371","Armadillo-type fold","377","625","SUPERFAMILY","1963502"
"YEL056W","Hat2p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","2","388","GENE3D","1963479"
"YEL056W","Hat2p","PF00400","WD40; WD40 repeat","286","324","Pfam","1963480"
"YEL056W","Hat2p","PF12265","CAF1C_H4-bd; Histone-binding protein RBBP4, N-terminal","12","81","Pfam","1963481"
"YEL056W","Hat2p","PS00678","WD_REPEATS_1; WD40 repeat, conserved site","176","190","PROSITE","1963482"
"YEL056W","Hat2p","PS00678","WD_REPEATS_1; WD40 repeat, conserved site","311","325","PROSITE","1963483"
"YEL056W","Hat2p","PS50082","WD_REPEATS_2; WD40 repeat","156","198","PROSITE","1963484"
"YEL056W","Hat2p","PS50082","WD_REPEATS_2; WD40 repeat","291","333","PROSITE","1963485"
"YEL056W","Hat2p","PS50294","WD_REPEATS_REGION; WD40-repeat-containing domain","156","390","PROSITE","1963486"
"YEL056W","Hat2p","PTHR22850","","20","385","PANTHER","1963487"
"YEL056W","Hat2p","PTHR22850:SF148","","20","385","PANTHER","1963488"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","108","147","SMART","1963489"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","149","189","SMART","1963490"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","196","237","SMART","1963491"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","241","280","SMART","1963492"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","284","324","SMART","1963493"
"YEL056W","Hat2p","SM00320","WD40; WD40 repeat","341","381","SMART","1963494"
"YEL056W","Hat2p","SSF50978","WD40-repeat-containing domain","116","386","SUPERFAMILY","1963495"
"YEL058W","Pcm1p","G3DSA:3.30.310.50","Alpha-D-phosphohexomutase, C-terminal","474","557","GENE3D","1959771"
"YEL058W","Pcm1p","G3DSA:3.40.120.10","","34","120","GENE3D","1959772"
"YEL058W","Pcm1p","G3DSA:3.40.120.10","","121","187","GENE3D","1959773"
"YEL058W","Pcm1p","G3DSA:3.40.120.10","","196","322","GENE3D","1959774"
"YEL058W","Pcm1p","G3DSA:3.40.120.10","","323","473","GENE3D","1959775"
"YEL058W","Pcm1p","PF00408","PGM_PMM_IV; Alpha-D-phosphohexomutase, C-terminal","477","553","Pfam","1959776"
"YEL058W","Pcm1p","PF02878","PGM_PMM_I; Alpha-D-phosphohexomutase, alpha/beta/alpha domain I","59","87","Pfam","1959777"
"YEL058W","Pcm1p","PIRSF016408","PAGM; Phosphoacetylglucosamine mutase","1","557","PIRSF","1959778"
"YEL058W","Pcm1p","PS00710","PGM_PMM; Alpha-D-phosphohexomutase, conserved site","61","70","PROSITE","1959779"
"YEL058W","Pcm1p","PTHR22573","","8","555","PANTHER","1959780"
"YEL058W","Pcm1p","PTHR22573:SF66","","8","555","PANTHER","1959781"
"YEL058W","Pcm1p","SSF53738","Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III","22","114","SUPERFAMILY","1959782"
"YEL058W","Pcm1p","SSF53738","Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III","83","181","SUPERFAMILY","1959783"
"YEL058W","Pcm1p","SSF53738","Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III","197","307","SUPERFAMILY","1959784"
"YEL058W","Pcm1p","SSF55957","Alpha-D-phosphohexomutase, C-terminal","464","555","SUPERFAMILY","1959785"
"YEL059C-A","Som1p","PD027755","","1","73","ProDom","1977613"
"YEL059C-A","Som1p","PF11093","Mitochondr_Som1; Mitochondrial export protein Som1","23","70","Pfam","1977614"
"YEL060C","Prb1p","G3DSA:3.30.70.80","Peptidase S8 propeptide/proteinase inhibitor I9","179","266","GENE3D","1942571"
"YEL060C","Prb1p","G3DSA:3.40.50.200","Peptidase S8/S53 domain","267","590","GENE3D","1942572"
"YEL060C","Prb1p","PF00082","Peptidase_S8; Peptidase S8/S53 domain","316","564","Pfam","1942573"
"YEL060C","Prb1p","PF05922","Inhibitor_I9; Peptidase S8 propeptide/proteinase inhibitor I9","182","278","Pfam","1942574"
"YEL060C","Prb1p","PR00723","SUBTILISIN; Peptidase S8, subtilisin-related","316","335","PRINTS","1942575"
